PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,HasCabin,Title,CatAge,CatFare,Embarked_Q,Embarked_S,Embarked_C,Title_Mr,Title_Miss,Title_Mrs,Title_Unique
322,0.0,3,male,27.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
323,1.0,2,female,30.0,0,0,False,Miss,2,1,True,False,False,False,True,False,False
324,1.0,2,female,22.0,1,1,False,Mrs,0,2,False,True,False,False,False,True,False
325,0.0,3,male,29.881137667304014,8,2,False,Mr,1,3,False,True,False,True,False,False,False
326,1.0,1,female,36.0,0,0,True,Miss,3,3,False,False,True,False,True,False,False
327,0.0,3,male,61.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
328,1.0,2,female,36.0,0,0,True,Mrs,3,1,False,True,False,False,False,True,False
329,1.0,3,female,31.0,1,1,False,Mrs,2,2,False,True,False,False,False,True,False
330,1.0,1,female,16.0,0,1,True,Miss,0,3,False,False,True,False,True,False,False
331,1.0,3,female,29.881137667304014,2,0,False,Miss,1,2,True,False,False,False,True,False,False
332,0.0,1,male,45.5,0,0,True,Mr,3,2,False,True,False,True,False,False,False
333,0.0,1,male,38.0,0,1,True,Mr,3,3,False,True,False,True,False,False,False
334,0.0,3,male,16.0,2,0,False,Mr,0,2,False,True,False,True,False,False,False
335,1.0,1,female,29.881137667304014,1,0,False,Mrs,1,3,False,True,False,False,False,True,False
336,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
337,0.0,1,male,29.0,1,0,True,Mr,1,3,False,True,False,True,False,False,False
338,1.0,1,female,41.0,0,0,True,Miss,3,3,False,False,True,False,True,False,False
339,1.0,3,male,45.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
340,0.0,1,male,45.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False
341,1.0,2,male,2.0,1,1,True,Master,0,2,False,True,False,False,False,False,False
342,1.0,1,female,24.0,3,2,True,Miss,1,3,False,True,False,False,True,False,False
343,0.0,2,male,28.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
344,0.0,2,male,25.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
345,0.0,2,male,36.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
346,1.0,2,female,24.0,0,0,True,Miss,1,1,False,True,False,False,True,False,False
347,1.0,2,female,40.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False
348,1.0,3,female,29.881137667304014,1,0,False,Mrs,1,2,False,True,False,False,False,True,False
349,1.0,3,male,3.0,1,1,False,Master,0,2,False,True,False,False,False,False,False
350,0.0,3,male,42.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
351,0.0,3,male,23.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
352,0.0,1,male,29.881137667304014,0,0,True,Mr,1,3,False,True,False,True,False,False,False
353,0.0,3,male,15.0,1,1,False,Mr,0,0,False,False,True,True,False,False,False
354,0.0,3,male,25.0,1,0,False,Mr,1,2,False,True,False,True,False,False,False
355,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False
356,0.0,3,male,28.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
357,1.0,1,female,22.0,0,1,True,Miss,0,3,False,True,False,False,True,False,False
358,0.0,2,female,38.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False
359,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False
360,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False
361,0.0,3,male,40.0,1,4,False,Mr,3,2,False,True,False,True,False,False,False
362,0.0,2,male,29.0,1,0,False,Mr,1,2,False,False,True,True,False,False,False
363,0.0,3,female,45.0,0,1,False,Mrs,3,1,False,False,True,False,False,True,False
364,0.0,3,male,35.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False
365,0.0,3,male,29.881137667304014,1,0,False,Mr,1,2,True,False,False,True,False,False,False
366,0.0,3,male,30.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False
367,1.0,1,female,60.0,1,0,True,Mrs,3,3,False,False,True,False,False,True,False
368,1.0,3,female,29.881137667304014,0,0,False,Mrs,1,0,False,False,True,False,False,True,False
369,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False
370,1.0,1,female,24.0,0,0,True,Mr,1,3,False,False,True,True,False,False,False
371,1.0,1,male,25.0,1,0,True,Mr,1,3,False,False,True,True,False,False,False
372,0.0,3,male,18.0,1,0,False,Mr,0,0,False,True,False,True,False,False,False
373,0.0,3,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
374,0.0,1,male,22.0,0,0,False,Mr,0,3,False,False,True,True,False,False,False
375,0.0,3,female,3.0,3,1,False,Miss,0,2,False,True,False,False,True,False,False
376,1.0,1,female,29.881137667304014,1,0,False,Mrs,1,3,False,False,True,False,False,True,False
377,1.0,3,female,22.0,0,0,False,Miss,0,0,False,True,False,False,True,False,False
378,0.0,1,male,27.0,0,2,True,Mr,1,3,False,False,True,True,False,False,False
379,0.0,3,male,20.0,0,0,False,Mr,0,0,False,False,True,True,False,False,False
380,0.0,3,male,19.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
381,1.0,1,female,42.0,0,0,False,Miss,3,3,False,False,True,False,True,False,False
382,1.0,3,female,1.0,0,2,False,Miss,0,2,False,False,True,False,True,False,False
383,0.0,3,male,32.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
384,1.0,1,female,35.0,1,0,False,Mrs,2,3,False,True,False,False,False,True,False
385,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
386,0.0,2,male,18.0,0,0,False,Mr,0,3,False,True,False,True,False,False,False
387,0.0,3,male,1.0,5,2,False,Master,0,3,False,True,False,False,False,False,False
388,1.0,2,female,36.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False
389,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
390,1.0,2,female,17.0,0,0,False,Miss,0,1,False,False,True,False,True,False,False
391,1.0,1,male,36.0,1,2,True,Mr,3,3,False,True,False,True,False,False,False
392,1.0,3,male,21.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
393,0.0,3,male,28.0,2,0,False,Mr,1,1,False,True,False,True,False,False,False
394,1.0,1,female,23.0,1,0,True,Miss,1,3,False,False,True,False,True,False,False
395,1.0,3,female,24.0,0,2,True,Mrs,1,2,False,True,False,False,False,True,False
396,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
397,0.0,3,female,31.0,0,0,False,Miss,2,0,False,True,False,False,True,False,False
398,0.0,2,male,46.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False
399,0.0,2,male,23.0,0,0,False,Unique,1,1,False,True,False,False,False,False,True
400,1.0,2,female,28.0,0,0,False,Mrs,1,1,False,True,False,False,False,True,False
401,1.0,3,male,39.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
402,0.0,3,male,26.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
403,0.0,3,female,21.0,1,0,False,Miss,0,1,False,True,False,False,True,False,False
404,0.0,3,male,28.0,1,0,False,Mr,1,2,False,True,False,True,False,False,False
405,0.0,3,female,20.0,0,0,False,Miss,0,1,False,True,False,False,True,False,False
406,0.0,2,male,34.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False
407,0.0,3,male,51.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
408,1.0,2,male,3.0,1,1,False,Master,0,2,False,True,False,False,False,False,False
409,0.0,3,male,21.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
410,0.0,3,female,29.881137667304014,3,1,False,Miss,1,2,False,True,False,False,True,False,False
411,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
412,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
413,1.0,1,female,33.0,1,0,True,Miss,2,3,True,False,False,False,True,False,False
414,0.0,2,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
415,1.0,3,male,44.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
416,0.0,3,female,29.881137667304014,0,0,False,Mrs,1,1,False,True,False,False,False,True,False
417,1.0,2,female,34.0,1,1,False,Mrs,2,3,False,True,False,False,False,True,False
418,1.0,2,female,18.0,0,2,False,Miss,0,1,False,True,False,False,True,False,False
419,0.0,2,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
420,0.0,3,female,10.0,0,2,False,Miss,0,2,False,True,False,False,True,False,False
421,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False
422,0.0,3,male,21.0,0,0,False,Mr,0,0,True,False,False,True,False,False,False
423,0.0,3,male,29.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
424,0.0,3,female,28.0,1,1,False,Mrs,1,1,False,True,False,False,False,True,False
425,0.0,3,male,18.0,1,1,False,Mr,0,2,False,True,False,True,False,False,False
426,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
427,1.0,2,female,28.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False
428,1.0,2,female,19.0,0,0,False,Miss,0,2,False,True,False,False,True,False,False
429,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
430,1.0,3,male,32.0,0,0,True,Mr,2,1,False,True,False,True,False,False,False
431,1.0,1,male,28.0,0,0,True,Mr,1,2,False,True,False,True,False,False,False
432,1.0,3,female,29.881137667304014,1,0,False,Mrs,1,2,False,True,False,False,False,True,False
433,1.0,2,female,42.0,1,0,False,Mrs,3,2,False,True,False,False,False,True,False
434,0.0,3,male,17.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
435,0.0,1,male,50.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False
436,1.0,1,female,14.0,1,2,True,Miss,0,3,False,True,False,False,True,False,False
437,0.0,3,female,21.0,2,2,False,Miss,0,3,False,True,False,False,True,False,False
438,1.0,2,female,24.0,2,3,False,Mrs,1,2,False,True,False,False,False,True,False
439,0.0,1,male,64.0,1,4,True,Mr,3,3,False,True,False,True,False,False,False
440,0.0,2,male,31.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
441,1.0,2,female,45.0,1,1,False,Mrs,3,2,False,True,False,False,False,True,False
442,0.0,3,male,20.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
443,0.0,3,male,25.0,1,0,False,Mr,1,0,False,True,False,True,False,False,False
444,1.0,2,female,28.0,0,0,False,Miss,1,1,False,True,False,False,True,False,False
445,1.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
446,1.0,1,male,4.0,0,2,True,Master,0,3,False,True,False,False,False,False,False
447,1.0,2,female,13.0,0,1,False,Miss,0,2,False,True,False,False,True,False,False
448,1.0,1,male,34.0,0,0,False,Mr,2,2,False,True,False,True,False,False,False
449,1.0,3,female,5.0,2,1,False,Miss,0,2,False,False,True,False,True,False,False
450,1.0,1,male,52.0,0,0,True,Unique,3,2,False,True,False,False,False,False,True
451,0.0,2,male,36.0,1,2,False,Mr,3,2,False,True,False,True,False,False,False
452,0.0,3,male,29.881137667304014,1,0,False,Mr,1,2,False,True,False,True,False,False,False
453,0.0,1,male,30.0,0,0,True,Mr,2,2,False,False,True,True,False,False,False
454,1.0,1,male,49.0,1,0,True,Mr,3,3,False,False,True,True,False,False,False
455,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
456,1.0,3,male,29.0,0,0,False,Mr,1,0,False,False,True,True,False,False,False
457,0.0,1,male,65.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False
458,1.0,1,female,29.881137667304014,1,0,True,Mrs,1,3,False,True,False,False,False,True,False
459,1.0,2,female,50.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False
460,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
461,1.0,1,male,48.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False
462,0.0,3,male,34.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
463,0.0,1,male,47.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False
464,0.0,2,male,48.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
465,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
466,0.0,3,male,38.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
467,0.0,2,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
468,0.0,1,male,56.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False
469,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
470,1.0,3,female,0.75,2,1,False,Miss,0,2,False,False,True,False,True,False,False
471,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
472,0.0,3,male,38.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
473,1.0,2,female,33.0,1,2,False,Mrs,2,2,False,True,False,False,False,True,False
474,1.0,2,female,23.0,0,0,True,Mrs,1,1,False,False,True,False,False,True,False
475,0.0,3,female,22.0,0,0,False,Miss,0,1,False,True,False,False,True,False,False
476,0.0,1,male,29.881137667304014,0,0,True,Mr,1,3,False,True,False,True,False,False,False
477,0.0,2,male,34.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False
478,0.0,3,male,29.0,1,0,False,Mr,1,0,False,True,False,True,False,False,False
479,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
480,1.0,3,female,2.0,0,1,False,Miss,0,1,False,True,False,False,True,False,False
481,0.0,3,male,9.0,5,2,False,Master,0,3,False,True,False,False,False,False,False
482,0.0,2,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
483,0.0,3,male,50.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
484,1.0,3,female,63.0,0,0,False,Mrs,3,1,False,True,False,False,False,True,False
485,1.0,1,male,25.0,1,0,True,Mr,1,3,False,False,True,True,False,False,False
486,0.0,3,female,29.881137667304014,3,1,False,Miss,1,2,False,True,False,False,True,False,False
487,1.0,1,female,35.0,1,0,True,Mrs,2,3,False,True,False,False,False,True,False
488,0.0,1,male,58.0,0,0,True,Mr,3,2,False,False,True,True,False,False,False
489,0.0,3,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
490,1.0,3,male,9.0,1,1,False,Master,0,2,False,True,False,False,False,False,False
491,0.0,3,male,29.881137667304014,1,0,False,Mr,1,2,False,True,False,True,False,False,False
492,0.0,3,male,21.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
493,0.0,1,male,55.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False
494,0.0,1,male,71.0,0,0,False,Mr,3,3,False,False,True,True,False,False,False
495,0.0,3,male,21.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
496,0.0,3,male,29.881137667304014,0,0,False,Mr,1,2,False,False,True,True,False,False,False
497,1.0,1,female,54.0,1,0,True,Miss,3,3,False,False,True,False,True,False,False
498,0.0,3,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False
499,0.0,1,female,25.0,1,2,True,Mrs,1,3,False,True,False,False,False,True,False
500,0.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
501,0.0,3,male,17.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
502,0.0,3,female,21.0,0,0,False,Miss,0,0,True,False,False,False,True,False,False
503,0.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False
504,0.0,3,female,37.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False
505,1.0,1,female,16.0,0,0,True,Miss,0,3,False,True,False,False,True,False,False
506,0.0,1,male,18.0,1,0,True,Mr,0,3,False,False,True,True,False,False,False
507,1.0,2,female,33.0,0,2,False,Mrs,2,2,False,True,False,False,False,True,False
508,1.0,1,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False
509,0.0,3,male,28.0,0,0,False,Mr,1,2,False,True,False,True,False,False,False
510,1.0,3,male,26.0,0,0,False,Mr,1,3,False,True,False,True,False,False,False
511,1.0,3,male,29.0,0,0,False,Mr,1,0,True,False,False,True,False,False,False
512,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
513,1.0,1,male,36.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False
514,1.0,1,female,54.0,1,0,False,Mrs,3,3,False,False,True,False,False,True,False
515,0.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
516,0.0,1,male,47.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False
517,1.0,2,female,34.0,0,0,True,Mrs,2,1,False,True,False,False,False,True,False
518,0.0,3,male,29.881137667304014,0,0,False,Mr,1,2,True,False,False,True,False,False,False
519,1.0,2,female,36.0,1,0,False,Mrs,3,2,False,True,False,False,False,True,False
520,0.0,3,male,32.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False
521,1.0,1,female,30.0,0,0,True,Miss,2,3,False,True,False,False,True,False,False
522,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
523,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False
524,1.0,1,female,44.0,0,1,True,Mrs,3,3,False,False,True,False,False,True,False
525,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False
526,0.0,3,male,40.5,0,0,False,Mr,3,0,True,False,False,True,False,False,False
527,1.0,2,female,50.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False
528,0.0,1,male,29.881137667304014,0,0,True,Mr,1,3,False,True,False,True,False,False,False
529,0.0,3,male,39.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
530,0.0,2,male,23.0,2,1,False,Mr,1,1,False,True,False,True,False,False,False
531,1.0,2,female,2.0,1,1,False,Miss,0,2,False,True,False,False,True,False,False
532,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False
533,0.0,3,male,17.0,1,1,False,Mr,0,0,False,False,True,True,False,False,False
534,1.0,3,female,29.881137667304014,0,2,False,Mrs,1,2,False,False,True,False,False,True,False
535,0.0,3,female,30.0,0,0,False,Miss,2,1,False,True,False,False,True,False,False
536,1.0,2,female,7.0,0,2,False,Miss,0,2,False,True,False,False,True,False,False
537,0.0,1,male,45.0,0,0,True,Unique,3,2,False,True,False,False,False,False,True
538,1.0,1,female,30.0,0,0,False,Miss,2,3,False,False,True,False,True,False,False
539,0.0,3,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False
540,1.0,1,female,22.0,0,2,True,Miss,0,3,False,False,True,False,True,False,False
541,1.0,1,female,36.0,0,2,True,Miss,3,3,False,True,False,False,True,False,False
542,0.0,3,female,9.0,4,2,False,Miss,0,2,False,True,False,False,True,False,False
543,0.0,3,female,11.0,4,2,False,Miss,0,2,False,True,False,False,True,False,False
544,1.0,2,male,32.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False
545,0.0,1,male,50.0,1,0,True,Mr,3,3,False,False,True,True,False,False,False
546,0.0,1,male,64.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False
547,1.0,2,female,19.0,1,0,False,Mrs,0,2,False,True,False,False,False,True,False
548,1.0,2,male,29.881137667304014,0,0,False,Mr,1,1,False,False,True,True,False,False,False
549,0.0,3,male,33.0,1,1,False,Mr,2,2,False,True,False,True,False,False,False
550,1.0,2,male,8.0,1,1,False,Master,0,3,False,True,False,False,False,False,False
551,1.0,1,male,17.0,0,2,True,Mr,0,3,False,False,True,True,False,False,False
552,0.0,2,male,27.0,0,0,False,Mr,1,2,False,True,False,True,False,False,False
553,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
554,1.0,3,male,22.0,0,0,False,Mr,0,0,False,False,True,True,False,False,False
555,1.0,3,female,22.0,0,0,False,Miss,0,0,False,True,False,False,True,False,False
556,0.0,1,male,62.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False
557,1.0,1,female,48.0,1,0,True,Unique,3,3,False,False,True,False,False,False,True
558,0.0,1,male,29.881137667304014,0,0,False,Mr,1,3,False,False,True,True,False,False,False
559,1.0,1,female,39.0,1,1,True,Mrs,3,3,False,True,False,False,False,True,False
560,1.0,3,female,36.0,1,0,False,Mrs,3,2,False,True,False,False,False,True,False
561,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
562,0.0,3,male,40.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
563,0.0,2,male,28.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
564,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
565,0.0,3,female,29.881137667304014,0,0,False,Miss,1,1,False,True,False,False,True,False,False
566,0.0,3,male,24.0,2,0,False,Mr,1,2,False,True,False,True,False,False,False
567,0.0,3,male,19.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
568,0.0,3,female,29.0,0,4,False,Mrs,1,2,False,True,False,False,False,True,False
569,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False
570,1.0,3,male,32.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False
571,1.0,2,male,62.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
572,1.0,1,female,53.0,2,0,True,Mrs,3,3,False,True,False,False,False,True,False
573,1.0,1,male,36.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False
574,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False
575,0.0,3,male,16.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
576,0.0,3,male,19.0,0,0,False,Mr,0,2,False,True,False,True,False,False,False
577,1.0,2,female,34.0,0,0,False,Miss,2,1,False,True,False,False,True,False,False
578,1.0,1,female,39.0,1,0,True,Mrs,3,3,False,True,False,False,False,True,False
579,0.0,3,female,29.881137667304014,1,0,False,Mrs,1,2,False,False,True,False,False,True,False
580,1.0,3,male,32.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
581,1.0,2,female,25.0,1,1,False,Miss,1,2,False,True,False,False,True,False,False
582,1.0,1,female,39.0,1,1,True,Mrs,3,3,False,False,True,False,False,True,False
583,0.0,2,male,54.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False
584,0.0,1,male,36.0,0,0,True,Mr,3,3,False,False,True,True,False,False,False
585,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,False,True,True,False,False,False
586,1.0,1,female,18.0,0,2,True,Miss,0,3,False,True,False,False,True,False,False
587,0.0,2,male,47.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False
588,1.0,1,male,60.0,1,1,True,Mr,3,3,False,False,True,True,False,False,False
589,0.0,3,male,22.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False
590,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False
591,0.0,3,male,35.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False
592,1.0,1,female,52.0,1,0,True,Mrs,3,3,False,False,True,False,False,True,False
593,0.0,3,male,47.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
594,0.0,3,female,29.881137667304014,0,2,False,Miss,1,0,True,False,False,False,True,False,False
595,0.0,2,male,37.0,1,0,False,Mr,3,2,False,True,False,True,False,False,False
596,0.0,3,male,36.0,1,1,False,Mr,3,2,False,True,False,True,False,False,False
597,1.0,2,female,29.881137667304014,0,0,False,Miss,1,3,False,True,False,False,True,False,False
598,0.0,3,male,49.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
599,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False
600,1.0,1,male,49.0,1,0,True,Unique,3,3,False,False,True,False,False,False,True
601,1.0,2,female,24.0,2,1,False,Mrs,1,2,False,True,False,False,False,True,False
602,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
603,0.0,1,male,29.881137667304014,0,0,False,Mr,1,3,False,True,False,True,False,False,False
604,0.0,3,male,44.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False
605,1.0,1,male,35.0,0,0,False,Mr,2,2,False,False,True,True,False,False,False
606,0.0,3,male,36.0,1,0,False,Mr,3,2,False,True,False,True,False,False,False
607,0.0,3,male,30.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False
608,1.0,1,male,27.0,0,0,False,Mr,1,2,False,True,False,True,False,False,False
609,1.0,2,female,22.0,1,2,False,Mrs,0,3,False,False,True,False,False,True,False
610,1.0,1,female,40.0,0,0,True,Miss,3,3,False,True,False,False,True,False,False
611,0.0,3,female,39.0,1,5,False,Mrs,3,2,False,True,False,False,False,True,False
612,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
613,1.0,3,female,29.881137667304014,1,0,False,Miss,1,2,True,False,False,False,True,False,False
614,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
615,0.0,3,male,35.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
616,1.0,2,female,24.0,1,2,False,Miss,1,3,False,True,False,False,True,False,False
617,0.0,3,male,34.0,1,1,False,Mr,2,1,False,True,False,True,False,False,False
618,0.0,3,female,26.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False
619,1.0,2,female,4.0,2,1,True,Miss,0,3,False,True,False,False,True,False,False
620,0.0,2,male,26.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False
621,0.0,3,male,27.0,1,0,False,Mr,1,1,False,False,True,True,False,False,False
622,1.0,1,male,42.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False
623,1.0,3,male,20.0,1,1,False,Mr,0,2,False,False,True,True,False,False,False
624,0.0,3,male,21.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
625,0.0,3,male,21.0,0,0,False,Mr,0,2,False,True,False,True,False,False,False
626,0.0,1,male,61.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False
627,0.0,2,male,57.0,0,0,False,Unique,3,1,True,False,False,False,False,False,True
628,1.0,1,female,21.0,0,0,True,Miss,0,3,False,True,False,False,True,False,False
629,0.0,3,male,26.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False
630,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False
631,1.0,1,male,80.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False
632,0.0,3,male,51.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False
633,1.0,1,male,32.0,0,0,True,Unique,2,2,False,False,True,False,False,False,True
634,0.0,1,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False
635,0.0,3,female,9.0,3,2,False,Miss,0,2,False,True,False,False,True,False,False
636,1.0,2,female,28.0,0,0,False,Miss,1,1,False,True,False,False,True,False,False
637,0.0,3,male,32.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False
638,0.0,2,male,31.0,1,1,False,Mr,2,2,False,True,False,True,False,False,False
639,0.0,3,female,41.0,0,5,False,Mrs,3,3,False,True,False,False,False,True,False
640,0.0,3,male,29.881137667304014,1,0,False,Mr,1,2,False,True,False,True,False,False,False
641,0.0,3,male,20.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False
642,1.0,1,female,24.0,0,0,True,Miss,1,3,False,False,True,False,True,False,False
643,0.0,3,female,2.0,3,2,False,Miss,0,2,False,True,False,False,True,False,False
644,1.0,3,male,29.881137667304014,0,0,False,Mr,1,3,False,True,False,True,False,False,False
