,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,HasCabin,Title,CatAge,CatFare,Embarked_Q,Embarked_S,Embarked_C,Title_Mr,Title_Miss,Title_Mrs,Title_Unique,TravelAlone
294,295,0.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
295,296,0.0,1,male,29.881137667304014,0,0,False,Mr,1,2,False,False,True,True,False,False,False,1
296,297,0.0,3,male,23.5,0,0,False,Mr,1,0,False,False,True,True,False,False,False,1
297,298,0.0,1,female,2.0,1,2,True,Miss,0,3,False,True,False,False,True,False,False,0
298,299,1.0,1,male,29.881137667304014,0,0,True,Mr,1,2,False,True,False,True,False,False,False,1
299,300,1.0,1,female,50.0,0,1,True,Mrs,3,3,False,False,True,False,False,True,False,0
300,301,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
301,302,1.0,3,male,29.881137667304014,2,0,False,Mr,1,2,True,False,False,True,False,False,False,0
302,303,0.0,3,male,19.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
303,304,1.0,2,female,29.881137667304014,0,0,True,Miss,1,1,True,False,False,False,True,False,False,1
304,305,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
305,306,1.0,1,male,0.92,1,2,True,Master,0,3,False,True,False,False,False,False,False,0
306,307,1.0,1,female,29.881137667304014,0,0,False,Miss,1,3,False,False,True,False,True,False,False,1
307,308,1.0,1,female,17.0,1,0,True,Mrs,0,3,False,False,True,False,False,True,False,0
308,309,0.0,2,male,30.0,1,0,False,Mr,2,2,False,False,True,True,False,False,False,0
309,310,1.0,1,female,30.0,0,0,True,Miss,2,3,False,False,True,False,True,False,False,1
310,311,1.0,1,female,24.0,0,0,True,Miss,1,3,False,False,True,False,True,False,False,1
311,312,1.0,1,female,18.0,2,2,True,Miss,0,3,False,False,True,False,True,False,False,0
312,313,0.0,2,female,26.0,1,1,False,Mrs,1,2,False,True,False,False,False,True,False,0
313,314,0.0,3,male,28.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
314,315,0.0,2,male,43.0,1,1,False,Mr,3,2,False,True,False,True,False,False,False,0
315,316,1.0,3,female,26.0,0,0,False,Miss,1,0,False,True,False,False,True,False,False,1
316,317,1.0,2,female,24.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False,0
317,318,0.0,2,male,54.0,0,0,False,Unique,3,1,False,True,False,False,False,False,True,1
318,319,1.0,1,female,31.0,0,2,True,Miss,2,3,False,True,False,False,True,False,False,0
319,320,1.0,1,female,40.0,1,1,True,Mrs,3,3,False,False,True,False,False,True,False,0
320,321,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
321,322,0.0,3,male,27.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
322,323,1.0,2,female,30.0,0,0,False,Miss,2,1,True,False,False,False,True,False,False,1
323,324,1.0,2,female,22.0,1,1,False,Mrs,0,2,False,True,False,False,False,True,False,0
324,325,0.0,3,male,29.881137667304014,8,2,False,Mr,1,3,False,True,False,True,False,False,False,0
325,326,1.0,1,female,36.0,0,0,True,Miss,3,3,False,False,True,False,True,False,False,1
326,327,0.0,3,male,61.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False,1
327,328,1.0,2,female,36.0,0,0,True,Mrs,3,1,False,True,False,False,False,True,False,1
328,329,1.0,3,female,31.0,1,1,False,Mrs,2,2,False,True,False,False,False,True,False,0
329,330,1.0,1,female,16.0,0,1,True,Miss,0,3,False,False,True,False,True,False,False,0
330,331,1.0,3,female,29.881137667304014,2,0,False,Miss,1,2,True,False,False,False,True,False,False,0
331,332,0.0,1,male,45.5,0,0,True,Mr,3,2,False,True,False,True,False,False,False,1
332,333,0.0,1,male,38.0,0,1,True,Mr,3,3,False,True,False,True,False,False,False,0
333,334,0.0,3,male,16.0,2,0,False,Mr,0,2,False,True,False,True,False,False,False,0
334,335,1.0,1,female,29.881137667304014,1,0,False,Mrs,1,3,False,True,False,False,False,True,False,0
335,336,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
336,337,0.0,1,male,29.0,1,0,True,Mr,1,3,False,True,False,True,False,False,False,0
337,338,1.0,1,female,41.0,0,0,True,Miss,3,3,False,False,True,False,True,False,False,1
338,339,1.0,3,male,45.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
339,340,0.0,1,male,45.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False,1
340,341,1.0,2,male,2.0,1,1,True,Master,0,2,False,True,False,False,False,False,False,0
341,342,1.0,1,female,24.0,3,2,True,Miss,1,3,False,True,False,False,True,False,False,0
342,343,0.0,2,male,28.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
343,344,0.0,2,male,25.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
344,345,0.0,2,male,36.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
345,346,1.0,2,female,24.0,0,0,True,Miss,1,1,False,True,False,False,True,False,False,1
346,347,1.0,2,female,40.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False,1
347,348,1.0,3,female,29.881137667304014,1,0,False,Mrs,1,2,False,True,False,False,False,True,False,0
348,349,1.0,3,male,3.0,1,1,False,Master,0,2,False,True,False,False,False,False,False,0
349,350,0.0,3,male,42.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
350,351,0.0,3,male,23.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
351,352,0.0,1,male,29.881137667304014,0,0,True,Mr,1,3,False,True,False,True,False,False,False,1
352,353,0.0,3,male,15.0,1,1,False,Mr,0,0,False,False,True,True,False,False,False,0
353,354,0.0,3,male,25.0,1,0,False,Mr,1,2,False,True,False,True,False,False,False,0
354,355,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False,1
355,356,0.0,3,male,28.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
356,357,1.0,1,female,22.0,0,1,True,Miss,0,3,False,True,False,False,True,False,False,0
357,358,0.0,2,female,38.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False,1
358,359,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
359,360,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
360,361,0.0,3,male,40.0,1,4,False,Mr,3,2,False,True,False,True,False,False,False,0
361,362,0.0,2,male,29.0,1,0,False,Mr,1,2,False,False,True,True,False,False,False,0
362,363,0.0,3,female,45.0,0,1,False,Mrs,3,1,False,False,True,False,False,True,False,0
363,364,0.0,3,male,35.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False,1
364,365,0.0,3,male,29.881137667304014,1,0,False,Mr,1,2,True,False,False,True,False,False,False,0
365,366,0.0,3,male,30.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False,1
366,367,1.0,1,female,60.0,1,0,True,Mrs,3,3,False,False,True,False,False,True,False,0
367,368,1.0,3,female,29.881137667304014,0,0,False,Mrs,1,0,False,False,True,False,False,True,False,1
368,369,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
369,370,1.0,1,female,24.0,0,0,True,Mr,1,3,False,False,True,True,False,False,False,1
370,371,1.0,1,male,25.0,1,0,True,Mr,1,3,False,False,True,True,False,False,False,0
371,372,0.0,3,male,18.0,1,0,False,Mr,0,0,False,True,False,True,False,False,False,0
372,373,0.0,3,male,19.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
373,374,0.0,1,male,22.0,0,0,False,Mr,0,3,False,False,True,True,False,False,False,1
374,375,0.0,3,female,3.0,3,1,False,Miss,0,2,False,True,False,False,True,False,False,0
375,376,1.0,1,female,29.881137667304014,1,0,False,Mrs,1,3,False,False,True,False,False,True,False,0
376,377,1.0,3,female,22.0,0,0,False,Miss,0,0,False,True,False,False,True,False,False,1
377,378,0.0,1,male,27.0,0,2,True,Mr,1,3,False,False,True,True,False,False,False,0
378,379,0.0,3,male,20.0,0,0,False,Mr,0,0,False,False,True,True,False,False,False,1
379,380,0.0,3,male,19.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
380,381,1.0,1,female,42.0,0,0,False,Miss,3,3,False,False,True,False,True,False,False,1
381,382,1.0,3,female,1.0,0,2,False,Miss,0,2,False,False,True,False,True,False,False,0
382,383,0.0,3,male,32.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
383,384,1.0,1,female,35.0,1,0,False,Mrs,2,3,False,True,False,False,False,True,False,0
384,385,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
385,386,0.0,2,male,18.0,0,0,False,Mr,0,3,False,True,False,True,False,False,False,1
386,387,0.0,3,male,1.0,5,2,False,Master,0,3,False,True,False,False,False,False,False,0
387,388,1.0,2,female,36.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False,1
388,389,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
389,390,1.0,2,female,17.0,0,0,False,Miss,0,1,False,False,True,False,True,False,False,1
390,391,1.0,1,male,36.0,1,2,True,Mr,3,3,False,True,False,True,False,False,False,0
391,392,1.0,3,male,21.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
392,393,0.0,3,male,28.0,2,0,False,Mr,1,1,False,True,False,True,False,False,False,0
393,394,1.0,1,female,23.0,1,0,True,Miss,1,3,False,False,True,False,True,False,False,0
394,395,1.0,3,female,24.0,0,2,True,Mrs,1,2,False,True,False,False,False,True,False,0
395,396,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
396,397,0.0,3,female,31.0,0,0,False,Miss,2,0,False,True,False,False,True,False,False,1
397,398,0.0,2,male,46.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False,1
398,399,0.0,2,male,23.0,0,0,False,Unique,1,1,False,True,False,False,False,False,True,1
399,400,1.0,2,female,28.0,0,0,False,Mrs,1,1,False,True,False,False,False,True,False,1
400,401,1.0,3,male,39.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
401,402,0.0,3,male,26.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
402,403,0.0,3,female,21.0,1,0,False,Miss,0,1,False,True,False,False,True,False,False,0
403,404,0.0,3,male,28.0,1,0,False,Mr,1,2,False,True,False,True,False,False,False,0
404,405,0.0,3,female,20.0,0,0,False,Miss,0,1,False,True,False,False,True,False,False,1
405,406,0.0,2,male,34.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False,0
406,407,0.0,3,male,51.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False,1
407,408,1.0,2,male,3.0,1,1,False,Master,0,2,False,True,False,False,False,False,False,0
408,409,0.0,3,male,21.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
409,410,0.0,3,female,29.881137667304014,3,1,False,Miss,1,2,False,True,False,False,True,False,False,0
410,411,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
411,412,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
412,413,1.0,1,female,33.0,1,0,True,Miss,2,3,True,False,False,False,True,False,False,0
413,414,0.0,2,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
414,415,1.0,3,male,44.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
415,416,0.0,3,female,29.881137667304014,0,0,False,Mrs,1,1,False,True,False,False,False,True,False,1
416,417,1.0,2,female,34.0,1,1,False,Mrs,2,3,False,True,False,False,False,True,False,0
417,418,1.0,2,female,18.0,0,2,False,Miss,0,1,False,True,False,False,True,False,False,0
418,419,0.0,2,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
419,420,0.0,3,female,10.0,0,2,False,Miss,0,2,False,True,False,False,True,False,False,0
420,421,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False,1
421,422,0.0,3,male,21.0,0,0,False,Mr,0,0,True,False,False,True,False,False,False,1
422,423,0.0,3,male,29.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
423,424,0.0,3,female,28.0,1,1,False,Mrs,1,1,False,True,False,False,False,True,False,0
424,425,0.0,3,male,18.0,1,1,False,Mr,0,2,False,True,False,True,False,False,False,0
425,426,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
426,427,1.0,2,female,28.0,1,0,False,Mrs,1,2,False,True,False,False,False,True,False,0
427,428,1.0,2,female,19.0,0,0,False,Miss,0,2,False,True,False,False,True,False,False,1
428,429,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
429,430,1.0,3,male,32.0,0,0,True,Mr,2,1,False,True,False,True,False,False,False,1
430,431,1.0,1,male,28.0,0,0,True,Mr,1,2,False,True,False,True,False,False,False,1
431,432,1.0,3,female,29.881137667304014,1,0,False,Mrs,1,2,False,True,False,False,False,True,False,0
432,433,1.0,2,female,42.0,1,0,False,Mrs,3,2,False,True,False,False,False,True,False,0
433,434,0.0,3,male,17.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
434,435,0.0,1,male,50.0,1,0,True,Mr,3,3,False,True,False,True,False,False,False,0
435,436,1.0,1,female,14.0,1,2,True,Miss,0,3,False,True,False,False,True,False,False,0
436,437,0.0,3,female,21.0,2,2,False,Miss,0,3,False,True,False,False,True,False,False,0
437,438,1.0,2,female,24.0,2,3,False,Mrs,1,2,False,True,False,False,False,True,False,0
438,439,0.0,1,male,64.0,1,4,True,Mr,3,3,False,True,False,True,False,False,False,0
439,440,0.0,2,male,31.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
440,441,1.0,2,female,45.0,1,1,False,Mrs,3,2,False,True,False,False,False,True,False,0
441,442,0.0,3,male,20.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
442,443,0.0,3,male,25.0,1,0,False,Mr,1,0,False,True,False,True,False,False,False,0
443,444,1.0,2,female,28.0,0,0,False,Miss,1,1,False,True,False,False,True,False,False,1
444,445,1.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
445,446,1.0,1,male,4.0,0,2,True,Master,0,3,False,True,False,False,False,False,False,0
446,447,1.0,2,female,13.0,0,1,False,Miss,0,2,False,True,False,False,True,False,False,0
447,448,1.0,1,male,34.0,0,0,False,Mr,2,2,False,True,False,True,False,False,False,1
448,449,1.0,3,female,5.0,2,1,False,Miss,0,2,False,False,True,False,True,False,False,0
449,450,1.0,1,male,52.0,0,0,True,Unique,3,2,False,True,False,False,False,False,True,1
450,451,0.0,2,male,36.0,1,2,False,Mr,3,2,False,True,False,True,False,False,False,0
451,452,0.0,3,male,29.881137667304014,1,0,False,Mr,1,2,False,True,False,True,False,False,False,0
452,453,0.0,1,male,30.0,0,0,True,Mr,2,2,False,False,True,True,False,False,False,1
453,454,1.0,1,male,49.0,1,0,True,Mr,3,3,False,False,True,True,False,False,False,0
454,455,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
455,456,1.0,3,male,29.0,0,0,False,Mr,1,0,False,False,True,True,False,False,False,1
456,457,0.0,1,male,65.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False,1
457,458,1.0,1,female,29.881137667304014,1,0,True,Mrs,1,3,False,True,False,False,False,True,False,0
458,459,1.0,2,female,50.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False,1
459,460,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
460,461,1.0,1,male,48.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False,1
461,462,0.0,3,male,34.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
462,463,0.0,1,male,47.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False,1
463,464,0.0,2,male,48.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
464,465,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
465,466,0.0,3,male,38.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False,1
466,467,0.0,2,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
467,468,0.0,1,male,56.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False,1
468,469,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
469,470,1.0,3,female,0.75,2,1,False,Miss,0,2,False,False,True,False,True,False,False,0
470,471,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
471,472,0.0,3,male,38.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
472,473,1.0,2,female,33.0,1,2,False,Mrs,2,2,False,True,False,False,False,True,False,0
473,474,1.0,2,female,23.0,0,0,True,Mrs,1,1,False,False,True,False,False,True,False,1
474,475,0.0,3,female,22.0,0,0,False,Miss,0,1,False,True,False,False,True,False,False,1
475,476,0.0,1,male,29.881137667304014,0,0,True,Mr,1,3,False,True,False,True,False,False,False,1
476,477,0.0,2,male,34.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False,0
477,478,0.0,3,male,29.0,1,0,False,Mr,1,0,False,True,False,True,False,False,False,0
478,479,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
479,480,1.0,3,female,2.0,0,1,False,Miss,0,1,False,True,False,False,True,False,False,0
480,481,0.0,3,male,9.0,5,2,False,Master,0,3,False,True,False,False,False,False,False,0
481,482,0.0,2,male,29.881137667304014,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
482,483,0.0,3,male,50.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
483,484,1.0,3,female,63.0,0,0,False,Mrs,3,1,False,True,False,False,False,True,False,1
484,485,1.0,1,male,25.0,1,0,True,Mr,1,3,False,False,True,True,False,False,False,0
485,486,0.0,3,female,29.881137667304014,3,1,False,Miss,1,2,False,True,False,False,True,False,False,0
486,487,1.0,1,female,35.0,1,0,True,Mrs,2,3,False,True,False,False,False,True,False,0
487,488,0.0,1,male,58.0,0,0,True,Mr,3,2,False,False,True,True,False,False,False,1
488,489,0.0,3,male,30.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
489,490,1.0,3,male,9.0,1,1,False,Master,0,2,False,True,False,False,False,False,False,0
490,491,0.0,3,male,29.881137667304014,1,0,False,Mr,1,2,False,True,False,True,False,False,False,0
491,492,0.0,3,male,21.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
492,493,0.0,1,male,55.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False,1
493,494,0.0,1,male,71.0,0,0,False,Mr,3,3,False,False,True,True,False,False,False,1
494,495,0.0,3,male,21.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
495,496,0.0,3,male,29.881137667304014,0,0,False,Mr,1,2,False,False,True,True,False,False,False,1
496,497,1.0,1,female,54.0,1,0,True,Miss,3,3,False,False,True,False,True,False,False,0
497,498,0.0,3,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False,1
498,499,0.0,1,female,25.0,1,2,True,Mrs,1,3,False,True,False,False,False,True,False,0
499,500,0.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
500,501,0.0,3,male,17.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
501,502,0.0,3,female,21.0,0,0,False,Miss,0,0,True,False,False,False,True,False,False,1
502,503,0.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
503,504,0.0,3,female,37.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False,1
504,505,1.0,1,female,16.0,0,0,True,Miss,0,3,False,True,False,False,True,False,False,1
505,506,0.0,1,male,18.0,1,0,True,Mr,0,3,False,False,True,True,False,False,False,0
506,507,1.0,2,female,33.0,0,2,False,Mrs,2,2,False,True,False,False,False,True,False,0
507,508,1.0,1,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False,1
508,509,0.0,3,male,28.0,0,0,False,Mr,1,2,False,True,False,True,False,False,False,1
509,510,1.0,3,male,26.0,0,0,False,Mr,1,3,False,True,False,True,False,False,False,1
510,511,1.0,3,male,29.0,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
511,512,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
512,513,1.0,1,male,36.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False,1
513,514,1.0,1,female,54.0,1,0,False,Mrs,3,3,False,False,True,False,False,True,False,0
514,515,0.0,3,male,24.0,0,0,False,Mr,1,0,False,True,False,True,False,False,False,1
515,516,0.0,1,male,47.0,0,0,True,Mr,3,3,False,True,False,True,False,False,False,1
516,517,1.0,2,female,34.0,0,0,True,Mrs,2,1,False,True,False,False,False,True,False,1
517,518,0.0,3,male,29.881137667304014,0,0,False,Mr,1,2,True,False,False,True,False,False,False,1
518,519,1.0,2,female,36.0,1,0,False,Mrs,3,2,False,True,False,False,False,True,False,0
519,520,0.0,3,male,32.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False,1
520,521,1.0,1,female,30.0,0,0,True,Miss,2,3,False,True,False,False,True,False,False,1
521,522,0.0,3,male,22.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
522,523,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False,1
523,524,1.0,1,female,44.0,0,1,True,Mrs,3,3,False,False,True,False,False,True,False,0
524,525,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False,1
525,526,0.0,3,male,40.5,0,0,False,Mr,3,0,True,False,False,True,False,False,False,1
526,527,1.0,2,female,50.0,0,0,False,Miss,3,1,False,True,False,False,True,False,False,1
527,528,0.0,1,male,29.881137667304014,0,0,True,Mr,1,3,False,True,False,True,False,False,False,1
528,529,0.0,3,male,39.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
529,530,0.0,2,male,23.0,2,1,False,Mr,1,1,False,True,False,True,False,False,False,0
530,531,1.0,2,female,2.0,1,1,False,Miss,0,2,False,True,False,False,True,False,False,0
531,532,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False,1
532,533,0.0,3,male,17.0,1,1,False,Mr,0,0,False,False,True,True,False,False,False,0
533,534,1.0,3,female,29.881137667304014,0,2,False,Mrs,1,2,False,False,True,False,False,True,False,0
534,535,0.0,3,female,30.0,0,0,False,Miss,2,1,False,True,False,False,True,False,False,1
535,536,1.0,2,female,7.0,0,2,False,Miss,0,2,False,True,False,False,True,False,False,0
536,537,0.0,1,male,45.0,0,0,True,Unique,3,2,False,True,False,False,False,False,True,1
537,538,1.0,1,female,30.0,0,0,False,Miss,2,3,False,False,True,False,True,False,False,1
538,539,0.0,3,male,29.881137667304014,0,0,False,Mr,1,2,False,True,False,True,False,False,False,1
539,540,1.0,1,female,22.0,0,2,True,Miss,0,3,False,False,True,False,True,False,False,0
540,541,1.0,1,female,36.0,0,2,True,Miss,3,3,False,True,False,False,True,False,False,0
541,542,0.0,3,female,9.0,4,2,False,Miss,0,2,False,True,False,False,True,False,False,0
542,543,0.0,3,female,11.0,4,2,False,Miss,0,2,False,True,False,False,True,False,False,0
543,544,1.0,2,male,32.0,1,0,False,Mr,2,2,False,True,False,True,False,False,False,0
544,545,0.0,1,male,50.0,1,0,True,Mr,3,3,False,False,True,True,False,False,False,0
545,546,0.0,1,male,64.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False,1
546,547,1.0,2,female,19.0,1,0,False,Mrs,0,2,False,True,False,False,False,True,False,0
547,548,1.0,2,male,29.881137667304014,0,0,False,Mr,1,1,False,False,True,True,False,False,False,1
548,549,0.0,3,male,33.0,1,1,False,Mr,2,2,False,True,False,True,False,False,False,0
549,550,1.0,2,male,8.0,1,1,False,Master,0,3,False,True,False,False,False,False,False,0
550,551,1.0,1,male,17.0,0,2,True,Mr,0,3,False,False,True,True,False,False,False,0
551,552,0.0,2,male,27.0,0,0,False,Mr,1,2,False,True,False,True,False,False,False,1
552,553,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
553,554,1.0,3,male,22.0,0,0,False,Mr,0,0,False,False,True,True,False,False,False,1
554,555,1.0,3,female,22.0,0,0,False,Miss,0,0,False,True,False,False,True,False,False,1
555,556,0.0,1,male,62.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False,1
556,557,1.0,1,female,48.0,1,0,True,Unique,3,3,False,False,True,False,False,False,True,0
557,558,0.0,1,male,29.881137667304014,0,0,False,Mr,1,3,False,False,True,True,False,False,False,1
558,559,1.0,1,female,39.0,1,1,True,Mrs,3,3,False,True,False,False,False,True,False,0
559,560,1.0,3,female,36.0,1,0,False,Mrs,3,2,False,True,False,False,False,True,False,0
560,561,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,True,False,False,True,False,False,False,1
561,562,0.0,3,male,40.0,0,0,False,Mr,3,0,False,True,False,True,False,False,False,1
562,563,0.0,2,male,28.0,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
563,564,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,True,False,True,False,False,False,1
564,565,0.0,3,female,29.881137667304014,0,0,False,Miss,1,1,False,True,False,False,True,False,False,1
565,566,0.0,3,male,24.0,2,0,False,Mr,1,2,False,True,False,True,False,False,False,0
566,567,0.0,3,male,19.0,0,0,False,Mr,0,0,False,True,False,True,False,False,False,1
567,568,0.0,3,female,29.0,0,4,False,Mrs,1,2,False,True,False,False,False,True,False,0
568,569,0.0,3,male,29.881137667304014,0,0,False,Mr,1,0,False,False,True,True,False,False,False,1
569,570,1.0,3,male,32.0,0,0,False,Mr,2,0,False,True,False,True,False,False,False,1
570,571,1.0,2,male,62.0,0,0,False,Mr,3,1,False,True,False,True,False,False,False,1
571,572,1.0,1,female,53.0,2,0,True,Mrs,3,3,False,True,False,False,False,True,False,0
572,573,1.0,1,male,36.0,0,0,True,Mr,3,2,False,True,False,True,False,False,False,1
573,574,1.0,3,female,29.881137667304014,0,0,False,Miss,1,0,True,False,False,False,True,False,False,1
574,575,0.0,3,male,16.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
575,576,0.0,3,male,19.0,0,0,False,Mr,0,2,False,True,False,True,False,False,False,1
576,577,1.0,2,female,34.0,0,0,False,Miss,2,1,False,True,False,False,True,False,False,1
577,578,1.0,1,female,39.0,1,0,True,Mrs,3,3,False,True,False,False,False,True,False,0
578,579,0.0,3,female,29.881137667304014,1,0,False,Mrs,1,2,False,False,True,False,False,True,False,0
579,580,1.0,3,male,32.0,0,0,False,Mr,2,1,False,True,False,True,False,False,False,1
580,581,1.0,2,female,25.0,1,1,False,Miss,1,2,False,True,False,False,True,False,False,0
581,582,1.0,1,female,39.0,1,1,True,Mrs,3,3,False,False,True,False,False,True,False,0
582,583,0.0,2,male,54.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False,1
583,584,0.0,1,male,36.0,0,0,True,Mr,3,3,False,False,True,True,False,False,False,1
584,585,0.0,3,male,29.881137667304014,0,0,False,Mr,1,1,False,False,True,True,False,False,False,1
585,586,1.0,1,female,18.0,0,2,True,Miss,0,3,False,True,False,False,True,False,False,0
586,587,0.0,2,male,47.0,0,0,False,Mr,3,2,False,True,False,True,False,False,False,1
587,588,1.0,1,male,60.0,1,1,True,Mr,3,3,False,False,True,True,False,False,False,0
588,589,0.0,3,male,22.0,0,0,False,Mr,0,1,False,True,False,True,False,False,False,1
